year,country,region,january,february,march,april,may,june,july,august,september,october,november,december
16,otros_eu,europa,1058,1051,769,629,516,384,700,513,444,512,764,1114
13,puerto_rico,caribe,,2,1,,,2,,,2,2,3,
16,panama,america_central,12734,8325,7010,6428,5941,6783,6882,7185,8522,8120,9856,12131
16,paraguay,america_del_sur,108,111,58,90,100,80,92,70,81,168,68,69
16,peru,america_del_sur,1115,1162,1206,1130,1073,879,1371,1154,987,1050,1126,1075
16,polonia,europa,473,485,339,374,267,199,246,225,224,235,483,367
16,portugal,europa,320,319,367,284,216,230,306,401,196,230,387,314
14,puerto_rico,caribe,3,,,,1,,,,,1,1,2
16,reino_unido,europa,6785,7506,6467,5270,4898,4633,8067,6476,3598,4395,5995,7302
15,puerto_rico,caribe,1,,3,1,1,8,1,,,,,1
16,puerto_rico,caribe,1,1,1,1,0,3,4,4,0,1,3,0
16,republica_checa,europa,277,312,238,221,119,87,86,65,109,182,329,237
16,republica_dominicana,caribe,474,478,445,473,430,422,509,518,501,517,416,358
16,rumania,europa,164,169,148,109,106,94,76,208,444,147,171,190
16,rusia,europa,541,317,339,350,334,216,253,223,216,301,451,545
16,sudafrica,africa,102,98,95,130,127,94,125,65,87,81,101,172
16,suecia,europa,1862,1720,1095,544,342,428,436,264,303,438,817,2397
16,suiza,europa,2610,2505,2071,1992,1025,941,2493,1127,819,1283,1950,2426
16,surinam,america_del_sur,8,6,7,5,9,13,12,4,1,20,7,2
16,taiwan,asia,174,159,180,102,153,127,107,99,90,136,163,145
16,trinidad_y_tobago,caribe,74,101,70,111,132,72,144,117,71,71,66,76
16,uruguay,america_del_sur,359,299,293,362,285,316,365,331,296,318,326,288
16,venezuela,america_del_sur,4088,3254,3591,3141,3328,3008,4269,4220,4072,4644,4963,4933
17,canada,america_del_norte,33365,33852,29979,17256,,,,,,,,
14,corea_sur,asia,430,278,342,295,256,363,316,397,275,298,299,373
17,mexico,america_del_norte,7070,7635,7316,9461,,,,,,,,
17,belice,america_central,95,56,120,92,,,,,,,,
17,el_salvador,america_central,6831,6114,6132,7813,,,,,,,,
17,guatemala,america_central,6165,6779,6390,6847,,,,,,,,
17,honduras,america_central,4435,3252,2860,3695,,,,,,,,
17,nicaragua,america_central,68635,32718,29193,42601,,,,,,,,
17,panama,america_central,12501,9738,6820,7648,,,,,,,,
17,argentina,america_del_sur,4875,3137,2711,2488,,,,,,,,
17,bolivia,america_del_sur,227,136,141,167,,,,,,,,
17,brasil,america_del_sur,2100,1800,1835,1933,,,,,,,,
17,chile,america_del_sur,1675,1922,1193,1002,,,,,,,,
17,colombia,america_del_sur,4840,3733,3883,4415,,,,,,,,
17,ecuador,america_del_sur,638,438,581,512,,,,,,,,
17,guyana,america_del_sur,23,21,14,16,,,,,,,,
17,paraguay,america_del_sur,82,70,70,84,,,,,,,,
17,peru,america_del_sur,1145,1121,1107,1032,,,,,,,,
17,surinam,america_del_sur,2,11,17,8,,,,,,,,
17,uruguay,america_del_sur,369,320,323,392,,,,,,,,
17,venezuela,america_del_sur,5515,4880,2991,2919,,,,,,,,
17,bahamas,caribe,18,17,32,64,,,,,,,,
17,bermuda,caribe,18,62,35,42,,,,,,,,
17,cuba,caribe,340,251,269,305,,,,,,,,
17,haiti,caribe,39,45,30,42,,,,,,,,
17,jamaica,caribe,70,84,79,101,,,,,,,,
15,corea_sur,asia,461,432,350,327,230,356,308,289,250,300,378,486
17,republica_dominicana,caribe,573,495,447,486,,,,,,,,
17,trinidad_y_tobago,caribe,78,125,73,246,,,,,,,,
17,otros_eu,europa,1260,1145,910,852,,,,,,,,
17,alemania,europa,6675,7875,9766,6497,,,,,,,,
17,austria,europa,978,1037,785,510,,,,,,,,
17,belgica,europa,1102,1169,1301,1174,,,,,,,,
17,dinamarca,europa,923,986,581,550,,,,,,,,
16,corea_sur,asia,502,415,451,292,283,321,368,286,279,343,373,429
17,corea_sur,asia,506,564,498,419,,,,,,,,
17,finlandia,europa,279,261,199,127,,,,,,,,
17,francia,europa,8040,10977,9588,6518,,,,,,,,
17,hungria,europa,177,172,147,123,,,,,,,,
17,irlanda,europa,400,301,327,369,,,,,,,,
17,israel,europa,1548,1390,1376,1924,,,,,,,,
17,italia,europa,3651,3060,2483,2086,,,,,,,,
17,noruega,europa,452,386,355,394,,,,,,,,
14,core_norte,asia,0,0,30,0,0,0,0,0,0,0,0,0
17,polonia,europa,483,498,361,371,,,,,,,,
17,portugal,europa,306,360,395,463,,,,,,,,
17,reino_unido,europa,8085,7931,7368,6933,,,,,,,,
17,rep_checa,europa,405,431,406,216,,,,,,,,
17,rumania,europa,215,173,143,137,,,,,,,,
17,rusia,europa,567,450,427,378,,,,,,,,
17,suecia,europa,1620,1558,1025,604,,,,,,,,
17,suiza,europa,2507,2295,1881,2078,,,,,,,,
14,otros_oceania,oceania,2,4,6,4,,3,5,3,1,1,,1
16,core_norte,asia,0,0,0,0,0,0,0,0,0,0,0,0
17,filipinas,asia,251,206,181,204,,,,,,,,
17,india,asia,497,520,669,598,,,,,,,,
17,japon,asia,561,759,570,489,,,,,,,,
15,taiwan,asia,121,192,243,181,113,127,138,115,106,123,159,179
17,rep_dem_pop_de_cori,asia,1,,,,,,,,,,,
17,taiwan,asia,140,164,328,223,,,,,,,,
15,otros_oceania,oceania,2,1,4,8,2,19,3,3,,4,2,5
17,arabia_saudita,africa,16,7,17,2,,,,,,,,
17,libano,africa,16,23,18,21,,,,,,,,
17,marruecos,africa,25,38,22,30,,,,,,,,
17,nigeria,africa,18,14,18,15,,,,,,,,
17,sudafrica,africa,127,131,122,114,,,,,,,,
16,otros_oceania,oceania,6,9,2,3,2,4,2,4,0,12,2,2
17,australia,oceania,1409,1101,994,1031,,,,,,,,
17,nueva_zelanda,oceania,280,156,208,253,,,,,,,,
17,otros_oceania,oceania,7,,1,2,,,,,,,,
